"Name","Calls","TotalDurationNs","AverageNs","Percentage","MinNs","MaxNs","StdDev"
"MEMORY_ALLOCATION_FREE",90,4252293,47247.700000,54.49,280,131455,47805.614884
"MEMORY_ALLOCATION_ALLOCATE",95,3551115,37380.157895,45.51,372,674990,101547.428958
