"Kind","Agent_Id","Queue_Id","Thread_Id","Dispatch_Id","Kernel_Id","Kernel_Name","Correlation_Id","Start_Timestamp","End_Timestamp","Private_Segment_Size","Group_Segment_Size","Workgroup_Size_X","Workgroup_Size_Y","Workgroup_Size_Z","Grid_Size_X","Grid_Size_Y","Grid_Size_Z"
"KERNEL_DISPATCH",2,1,1341235,69,11,"void fp8_mm_kernel<128ul, 128ul, 128ul, 1ul, 1ul>(__hip_fp8_e4m3_fnuz const*, __hip_fp8_e4m3_fnuz const*, float const*, float const*, __hip_bfloat16*, unsigned long, unsigned long, unsigned long)",396,1970377247011660,1970377247373241,24,35332,1024,1,1,8192,36,1
"KERNEL_DISPATCH",2,1,1341235,70,11,"void fp8_mm_kernel<128ul, 128ul, 128ul, 1ul, 1ul>(__hip_fp8_e4m3_fnuz const*, __hip_fp8_e4m3_fnuz const*, float const*, float const*, __hip_bfloat16*, unsigned long, unsigned long, unsigned long)",401,1970377247429208,1970377247812558,24,35332,1024,1,1,8192,36,1
"KERNEL_DISPATCH",2,1,1341235,71,11,"void fp8_mm_kernel<128ul, 128ul, 128ul, 1ul, 1ul>(__hip_fp8_e4m3_fnuz const*, __hip_fp8_e4m3_fnuz const*, float const*, float const*, __hip_bfloat16*, unsigned long, unsigned long, unsigned long)",406,1970377247868325,1970377248220685,24,35332,1024,1,1,8192,36,1
"KERNEL_DISPATCH",2,1,1341235,72,11,"void fp8_mm_kernel<128ul, 128ul, 128ul, 1ul, 1ul>(__hip_fp8_e4m3_fnuz const*, __hip_fp8_e4m3_fnuz const*, float const*, float const*, __hip_bfloat16*, unsigned long, unsigned long, unsigned long)",411,1970377248276732,1970377248640157,24,35332,1024,1,1,8192,36,1
"KERNEL_DISPATCH",2,1,1341235,73,5,"__amd_rocclr_copyBuffer",430,1970378726109216,1970378726111822,0,0,512,1,1,512,1,1
"KERNEL_DISPATCH",2,1,1341235,74,11,"void fp8_mm_kernel<128ul, 128ul, 128ul, 1ul, 1ul>(__hip_fp8_e4m3_fnuz const*, __hip_fp8_e4m3_fnuz const*, float const*, float const*, __hip_bfloat16*, unsigned long, unsigned long, unsigned long)",433,1970378726184026,1970378726460213,24,35332,1024,1,1,8192,56,1
"KERNEL_DISPATCH",2,1,1341235,75,11,"void fp8_mm_kernel<128ul, 128ul, 128ul, 1ul, 1ul>(__hip_fp8_e4m3_fnuz const*, __hip_fp8_e4m3_fnuz const*, float const*, float const*, __hip_bfloat16*, unsigned long, unsigned long, unsigned long)",436,1970378726521271,1970378726774486,24,35332,1024,1,1,8192,56,1
"KERNEL_DISPATCH",2,1,1341235,76,11,"void fp8_mm_kernel<128ul, 128ul, 128ul, 1ul, 1ul>(__hip_fp8_e4m3_fnuz const*, __hip_fp8_e4m3_fnuz const*, float const*, float const*, __hip_bfloat16*, unsigned long, unsigned long, unsigned long)",441,1970378726835906,1970378727088800,24,35332,1024,1,1,8192,56,1
"KERNEL_DISPATCH",2,1,1341235,77,11,"void fp8_mm_kernel<128ul, 128ul, 128ul, 1ul, 1ul>(__hip_fp8_e4m3_fnuz const*, __hip_fp8_e4m3_fnuz const*, float const*, float const*, __hip_bfloat16*, unsigned long, unsigned long, unsigned long)",446,1970378727144887,1970378727397060,24,35332,1024,1,1,8192,56,1
"KERNEL_DISPATCH",2,1,1341235,78,11,"void fp8_mm_kernel<128ul, 128ul, 128ul, 1ul, 1ul>(__hip_fp8_e4m3_fnuz const*, __hip_fp8_e4m3_fnuz const*, float const*, float const*, __hip_bfloat16*, unsigned long, unsigned long, unsigned long)",451,1970378727452626,1970378727705440,24,35332,1024,1,1,8192,56,1
